age_cat,race,offense_violent,offense_property,offense_drug,ch_crimhist,ch_probation_num,ch_incarceration_num,co_statustme,drug_any,co_currentoffense,education,citizenship,gender,drug_abuse_dsmiv,drug_dependence,typeoffense,ses_any_children,ch_numcar,cs_sentencemth,life_sentence
2,2,0,0,1,7,1,0,2,2,16,8,1,1,0,0,16,2,0,60,0
2,1,1,0,0,1,0,0,4,1,1,12,1,1,1,1,1,2,0,10000,1
2,6,1,0,0,1,1,0,4,2,1,11,1,1,0,0,1,2,0,384,0
4,2,1,0,0,4,0,2,1,1,7,12,1,1,1,0,7,2,2,12,0
3,2,1,0,0,5,0,3,1,1,1,8,1,1,1,1,1,2,5,10000,1
4,3,1,0,0,5,0,1,1,1,7,13,1,1,0,0,7,2,1,10000,1
2,2,1,0,0,1,1,0,4,1,2,10,1,1,0,0,2,2,0,180,0
4,1,0,0,1,10,0,2,4,1,17,10,1,1,1,1,17,1,2,252,0
4,2,1,0,0,5,0,1,1,1,6,12,1,1,1,1,6,2,1,360,0
2,3,1,0,0,1,0,0,4,1,1,11,1,1,0,0,1,1,0,10000,1
2,1,1,0,0,5,2,0,4,1,1,11,1,1,0,0,1,1,0,12,0
3,2,0,1,0,10,2,1,2,2,10,10,1,1,0,0,10,2,1,12,0
4,3,1,0,0,1,0,0,4,1,1,5,2,1,0,0,1,1,0,10000,1
3,1,1,0,0,1,0,0,4,1,4,13,1,1,0,0,4,1,0,84,0
3,3,1,0,0,1,0,0,4,2,1,8,2,1,0,0,1,1,0,600,0
2,3,1,0,0,1,0,0,4,1,1,10,2,1,0,0,1,2,0,10000,1
4,2,1,0,0,4,0,2,1,1,3,14,1,1,0,0,3,2,2,12,0
4,1,1,0,0,4,3,1,4,1,1,9,1,1,1,1,1,2,1,0,0
3,2,1,0,0,4,0,3,1,1,6,8,1,1,0,0,6,2,3,10000,1
4,2,1,0,0,4,1,3,1,1,1,14,1,1,0,0,1,1,3,10000,1
3,2,0,0,0,6,0,1,1,2,19,6,1,1,0,0,19,1,1,48,0
3,2,1,0,0,4,1,5,4,1,1,12,1,1,1,1,1,2,11,558,0
3,5,1,0,0,1,0,0,4,2,3,12,2,1,0,0,3,1,0,10000,1
2,2,1,0,0,1,0,0,4,2,1,11,1,1,0,0,1,2,0,10000,1
2,2,1,0,0,1,0,0,4,1,6,10,1,1,0,0,6,2,0,180,0
2,2,1,0,0,1,0,0,4,1,1,10,2,1,0,0,1,1,0,12,0
2,3,1,0,0,1,1,0,4,2,1,12,1,1,0,0,1,1,0,12,0
4,2,1,0,0,4,1,1,1,1,6,14,1,1,0,0,6,1,1,10000,1
2,3,1,0,0,1,0,0,4,2,8,6,2,1,0,0,8,2,0,300,0
3,2,1,0,0,4,2,1,1,2,7,16,1,1,0,0,7,2,1,12,0
3,3,1,0,0,4,2,0,4,2,1,15,1,1,0,0,1,1,0,10000,1
4,3,1,0,0,1,1,0,4,1,6,10,2,1,0,0,6,2,0,10000,1
2,3,1,0,0,1,0,0,4,2,2,13,1,1,0,0,2,2,0,240,0
3,2,1,0,0,4,2,1,1,1,6,10,1,1,1,1,6,2,1,600,0
2,3,1,0,0,1,1,0,4,1,2,10,2,1,0,0,2,2,0,240,0
4,1,1,0,0,1,0,0,4,2,4,12,1,1,0,0,4,2,0,240,0
2,2,1,0,0,5,1,1,2,2,1,12,1,1,0,0,1,1,1,10000,1
5,1,1,0,0,5,2,0,4,1,1,12,1,1,0,0,1,2,0,400,0
3,2,1,0,0,4,1,3,1,1,2,10,1,1,0,0,2,1,3,10000,1
3,2,0,0,1,6,1,3,1,1,17,11,1,1,0,0,17,1,3,192,0
3,1,0,0,1,10,0,1,4,1,17,12,1,1,1,1,17,1,1,10000,1
1,3,1,0,0,4,1,1,4,1,5,12,1,1,0,0,5,1,1,48,0
2,2,1,0,0,5,1,1,4,2,7,12,1,1,0,0,7,1,1,66,0
3,2,0,1,0,3,0,0,4,1,10,14,1,1,0,0,10,1,0,240,0
4,3,0,1,0,3,1,0,1,1,10,9,1,1,1,1,10,2,0,180,0
3,2,1,0,0,4,0,2,4,1,4,9,1,1,1,0,4,2,2,36,0
3,2,0,1,0,4,0,4,1,1,10,10,1,1,1,1,10,1,8,240,0
2,3,1,0,0,1,0,0,4,2,7,17,1,1,0,0,7,2,0,72,0
3,2,0,0,0,6,1,3,4,2,19,12,1,1,0,0,19,1,3,12,0
4,2,1,0,0,1,0,0,4,1,2,10,2,1,0,0,2,2,0,216,0
4,3,1,0,0,4,1,1,1,2,6,12,2,1,0,0,6,2,1,300,0
1,2,1,0,0,1,1,0,4,1,6,7,1,1,0,0,6,2,0,60,0
3,2,0,0,1,10,0,2,1,1,17,11,1,1,0,0,17,1,2,132,0
3,3,0,0,1,10,0,3,2,1,17,18,1,1,1,1,17,2,3,72,0
3,1,1,0,0,5,1,1,4,1,7,12,1,1,0,0,7,2,1,30,0
3,1,0,1,0,10,0,4,1,1,13,16,1,1,1,0,13,2,7,48,0
4,3,1,0,0,1,0,0,4,2,1,12,2,1,0,0,1,2,0,12,0
3,2,1,0,0,4,0,3,4,1,6,13,1,1,1,1,6,1,5,10000,1
3,2,1,0,0,1,1,0,4,1,6,12,1,1,0,0,6,1,0,96,0
2,3,1,0,0,1,1,0,4,1,6,12,1,1,1,1,6,2,0,72,0
2,3,1,0,0,5,2,5,1,1,6,9,1,1,1,1,6,1,33,84,0
2,3,0,0,0,10,1,4,4,1,20,13,1,1,1,0,21,1,9,36,0
3,1,1,0,0,5,1,4,4,1,6,11,1,1,1,1,6,2,7,36,0
2,2,1,0,0,4,1,2,4,1,6,10,1,1,0,0,6,1,2,84,0
2,3,0,0,1,2,0,0,4,2,16,10,1,1,0,0,16,1,0,72,0
6,1,1,0,0,1,1,0,4,2,4,13,1,1,0,0,4,1,0,168,0
4,3,0,0,1,6,0,1,1,2,17,8,1,1,0,0,17,2,1,72,0
1,3,1,0,0,4,1,3,1,1,6,6,1,1,0,0,6,1,5,72,0
2,2,0,0,1,6,1,1,4,2,16,10,1,1,0,0,16,1,1,72,0
2,1,1,0,0,4,2,5,1,1,6,10,1,1,1,1,6,1,12,480,0
3,3,0,1,0,10,0,3,4,1,9,11,1,1,1,1,9,1,5,36,0
3,2,1,0,0,4,3,2,4,1,7,10,1,1,1,0,7,1,2,60,0
3,3,0,1,0,3,0,0,4,1,13,12,1,1,0,0,13,1,0,36,0
5,1,1,0,0,1,0,0,4,2,4,14,1,1,0,0,4,2,0,36,0
2,3,0,1,0,6,0,3,4,1,9,12,1,1,1,1,9,2,3,120,0
2,6,0,0,1,10,3,2,2,1,17,13,1,1,1,0,17,2,2,168,0
3,1,1,0,0,4,1,1,1,1,6,12,1,1,1,1,6,1,1,120,0
2,2,1,0,0,1,1,0,4,2,7,12,1,1,0,0,7,1,0,42,0
2,2,0,0,1,7,2,0,4,1,17,14,1,1,1,1,17,1,0,48,0
3,1,0,0,1,7,1,0,4,1,17,13,1,1,0,0,17,2,0,36,0
1,2,0,0,1,2,0,0,4,1,17,11,1,1,1,1,17,2,0,24,0
2,2,0,0,1,2,0,0,4,2,16,10,1,1,0,0,16,2,0,144,0
1,2,0,0,0,10,0,0,2,1,19,11,1,1,0,0,19,2,0,36,0
2,3,0,0,1,7,1,0,4,2,17,19,2,1,0,0,17,1,0,14,0
2,1,0,1,0,10,2,1,4,1,11,12,1,1,1,1,11,2,1,36,0
2,2,0,1,0,10,1,1,2,2,13,15,1,1,0,0,13,2,1,36,0
1,2,0,0,1,10,3,0,4,1,17,11,1,1,0,0,17,2,0,36,0
2,3,0,0,1,2,0,0,4,1,16,10,1,1,1,0,16,2,0,36,0
3,2,0,1,0,10,3,0,2,1,13,12,1,1,0,0,13,1,0,60,0
1,2,0,1,0,3,0,0,2,2,9,11,2,1,0,0,9,2,0,36,0
1,6,0,0,1,6,2,3,4,1,17,10,1,1,1,0,17,1,3,36,0
2,2,1,0,0,4,2,0,2,1,6,9,1,1,1,1,6,2,0,36,0
1,3,0,0,1,10,1,4,4,1,17,11,1,1,0,0,17,2,7,36,0
1,1,1,0,0,1,0,0,2,1,7,11,1,1,0,0,7,2,0,36,0
1,2,0,0,1,6,0,1,2,1,17,10,1,1,0,0,17,2,1,72,0
2,3,0,0,1,2,0,0,4,1,17,10,2,1,0,0,17,2,0,12,0
2,3,0,0,1,7,1,0,2,1,17,12,1,1,1,1,17,1,0,60,0
2,2,0,0,1,10,1,2,4,1,17,11,1,1,1,0,17,1,2,48,0
2,3,0,0,1,7,2,2,2,1,17,2,2,1,1,1,17,1,2,36,0
1,2,0,0,1,2,0,0,4,1,17,11,1,1,1,1,17,2,0,72,0
1,3,0,0,1,2,0,0,4,1,16,12,1,1,0,0,16,1,0,108,0
2,3,0,0,1,2,0,0,4,1,17,9,2,1,0,0,17,1,0,42,0
1,1,0,1,0,3,0,0,4,1,10,10,1,1,0,0,10,2,0,36,0
1,2,0,0,1,2,0,0,4,1,16,10,1,1,0,0,16,1,0,72,0
1,3,0,0,1,2,0,0,4,1,16,9,1,1,0,0,16,2,0,72,0
1,3,0,1,0,10,0,0,4,2,13,3,2,1,0,0,13,2,0,36,0
1,1,0,1,0,3,0,0,2,1,9,8,1,1,1,1,9,2,0,36,0
2,3,0,0,1,2,0,0,4,1,16,11,1,1,0,0,16,2,0,108,0
3,3,0,0,1,2,0,0,2,1,17,7,1,1,1,1,17,1,0,60,0
1,3,0,0,1,2,1,0,4,1,17,8,2,1,1,1,17,2,0,72,0
2,3,0,0,1,2,0,0,4,2,17,12,2,1,0,0,17,1,0,36,0
1,3,0,0,1,2,2,0,4,1,16,9,1,1,0,0,16,2,0,108,0
2,3,0,0,1,2,0,0,4,1,17,9,1,1,1,1,17,2,0,48,0
1,1,0,1,0,3,0,0,2,1,15,14,1,1,0,0,15,2,0,36,0
2,2,0,0,1,2,0,0,4,2,17,9,2,1,0,0,17,1,0,108,0
3,3,0,0,1,7,0,2,4,2,17,19,2,1,0,0,17,1,2,17,0
2,1,0,1,0,3,0,0,2,1,9,12,1,1,1,0,9,2,0,36,0
2,3,0,0,1,2,0,0,4,2,16,19,1,1,0,0,16,1,0,5,0
2,2,0,0,0,10,2,1,2,1,20,10,1,1,1,0,21,1,1,36,0
1,3,0,0,1,2,0,0,4,1,16,10,2,1,1,1,16,2,0,36,0
2,2,1,0,0,1,0,0,2,1,6,12,1,1,0,0,6,2,0,36,0
2,3,0,0,1,2,0,0,4,2,16,12,1,1,0,0,16,2,0,72,0
1,4,0,1,0,3,1,0,2,1,9,10,1,1,1,0,9,1,0,72,0
1,2,0,0,1,2,0,0,4,1,16,11,1,1,1,1,16,1,0,72,0
2,1,1,0,0,4,0,3,1,1,6,9,1,1,1,1,6,1,4,192,0
3,2,1,0,0,5,2,1,1,1,5,11,1,1,1,1,5,1,1,24,0
3,2,0,1,0,3,1,0,4,2,9,16,1,1,0,0,9,2,0,60,0
2,6,0,1,0,10,0,1,1,1,14,10,1,1,0,0,14,1,1,36,0
2,3,1,0,0,5,2,4,2,1,2,9,1,1,1,1,2,2,8,36,0
2,3,0,0,1,10,1,1,1,2,17,16,1,1,0,0,17,2,1,108,0
2,3,1,0,0,1,1,0,4,1,2,10,1,1,0,0,2,2,0,234,0
4,1,1,0,0,4,1,2,2,2,4,9,1,1,0,0,4,2,2,432,0
3,2,0,0,1,10,1,5,4,1,16,12,1,1,1,1,16,2,14,60,0
4,2,0,1,0,10,0,1,1,2,9,12,1,1,0,0,9,1,1,96,0
2,1,1,0,0,5,1,1,2,2,4,12,1,1,0,0,4,2,1,84,0
4,2,0,1,0,6,1,2,1,2,9,13,1,1,0,0,9,2,2,144,0
3,2,1,0,0,4,1,3,1,1,6,14,2,1,1,1,6,2,3,10000,1
3,1,1,0,0,4,1,0,4,1,5,12,1,1,0,0,5,1,0,144,0
4,3,0,0,1,7,0,4,1,1,17,8,1,1,1,1,17,2,7,72,0
3,3,0,1,0,10,3,1,4,1,9,8,1,1,1,1,9,2,1,60,0
4,2,1,0,0,5,1,1,4,1,7,9,2,1,0,0,7,2,1,156,0
2,3,1,0,0,4,0,1,4,1,6,9,1,1,1,0,6,1,1,84,0
3,3,0,0,1,7,0,3,1,2,17,5,1,1,0,0,17,2,3,72,0
2,2,1,0,0,5,1,2,4,2,7,12,1,1,0,0,7,1,2,36,0
3,3,0,0,1,7,0,1,1,2,16,12,1,1,0,0,16,2,1,10000,1
4,2,0,0,1,7,1,0,2,1,17,9,1,1,0,0,17,1,0,180,0
2,3,0,0,1,7,1,1,4,1,16,12,1,1,0,0,16,1,1,72,0
2,3,1,0,0,1,0,0,1,1,7,11,1,1,1,0,7,1,0,144,0
2,1,1,0,0,4,2,0,2,2,5,3,1,1,0,0,5,1,0,48,0
3,2,1,0,0,4,1,1,1,2,6,9,1,1,0,0,6,1,1,252,0
2,2,1,0,0,5,1,2,4,1,6,8,1,1,1,0,6,2,2,51,0
1,3,0,0,1,6,2,1,2,1,17,12,1,1,1,1,17,2,1,108,0
2,2,0,0,0,6,1,1,4,1,19,15,1,1,1,0,19,2,1,36,0
3,2,0,1,0,6,0,2,1,1,9,10,1,1,1,0,9,2,2,10000,1
4,2,0,1,0,4,3,1,2,1,9,10,1,1,0,0,9,1,1,96,0
1,2,1,0,0,1,0,0,4,1,6,12,2,1,0,0,6,1,0,72,0
2,2,0,0,0,5,0,1,4,1,19,12,1,1,1,0,19,2,1,132,0
3,3,0,0,1,6,1,1,1,1,16,9,1,1,1,1,16,1,1,48,0
1,3,0,1,0,6,1,2,2,2,9,12,1,1,0,0,9,2,2,72,0
1,3,0,0,1,6,1,3,2,1,18,10,1,1,0,0,18,2,3,42,0
2,3,0,0,1,7,1,2,4,1,16,9,1,1,1,1,16,2,2,72,0
1,2,1,0,0,5,2,0,4,1,7,10,1,1,1,1,7,2,0,54,0
2,2,0,0,0,3,0,0,2,2,19,11,1,1,0,0,19,2,0,24,0
2,1,0,1,0,10,2,0,2,1,13,16,1,1,1,1,13,2,0,54,0
2,3,1,0,0,1,0,0,1,1,6,10,1,1,0,0,6,1,0,108,0
1,3,1,0,0,1,0,0,4,1,6,6,2,1,0,0,6,2,0,60,0
3,2,0,0,0,6,1,3,4,1,20,11,1,1,1,1,21,1,5,84,0
1,2,1,0,0,4,0,2,4,1,6,10,1,1,1,0,6,2,2,84,0
1,2,0,0,1,2,1,2,4,1,17,10,1,1,1,1,17,1,2,60,0
2,3,0,0,0,5,0,1,2,1,19,8,1,1,1,1,19,1,1,216,0
2,3,1,0,0,1,0,0,4,1,1,12,1,1,1,0,1,1,0,12,0
3,2,1,0,0,4,1,1,1,1,6,10,1,1,1,1,6,2,1,92,0
1,2,1,0,0,4,0,3,4,1,7,11,1,1,1,1,7,2,4,300,0
1,2,0,0,0,6,0,2,4,1,20,9,1,1,0,0,21,2,2,36,0
3,3,1,0,0,4,3,2,1,1,6,10,1,1,1,1,6,1,2,10000,1
3,3,1,0,0,1,0,0,4,2,4,6,2,1,0,0,4,2,0,120,0
2,3,0,0,1,6,2,1,1,1,17,11,1,1,1,1,17,2,1,108,0
1,2,1,0,0,4,2,3,2,1,7,10,1,1,0,0,7,2,3,48,0
5,1,1,0,0,5,3,3,1,1,1,8,1,1,0,0,1,1,3,10000,1
5,1,0,0,1,6,5,1,2,1,17,14,1,1,1,0,17,1,1,144,0
5,6,1,0,0,4,1,0,4,2,5,10,1,1,0,0,5,2,0,84,0
1,2,1,0,0,1,0,0,4,1,7,9,1,1,1,0,7,1,0,72,0
3,3,0,0,1,2,0,0,4,1,17,6,2,1,0,0,17,2,0,96,0
5,1,1,0,0,5,1,0,4,1,5,7,1,1,0,0,5,2,0,36,0
4,1,1,0,0,1,0,0,4,1,5,9,1,1,0,0,5,2,0,300,0
5,1,1,0,0,1,0,0,4,2,5,8,1,1,0,0,5,1,0,600,0
1,2,0,0,1,10,2,1,2,1,17,12,1,1,1,0,17,1,1,264,0
1,3,0,0,0,3,0,0,4,1,19,11,2,1,0,0,19,2,0,60,0
1,1,0,1,0,4,3,4,2,1,13,9,1,1,1,1,13,2,8,36,0
3,1,1,0,0,4,4,1,2,1,6,10,1,1,0,0,6,2,1,180,0
5,2,1,0,0,1,0,0,4,1,7,8,1,1,0,0,7,2,0,240,0
2,3,1,0,0,1,0,0,4,1,8,12,1,1,0,0,8,1,0,21,0
3,1,1,0,0,5,1,2,2,1,6,10,1,1,1,1,6,1,2,180,0
6,1,1,0,0,5,3,3,4,2,7,10,1,1,0,0,7,1,5,288,0
4,1,1,0,0,4,2,2,4,1,2,14,1,1,1,0,2,1,2,180,0
2,1,1,0,0,1,1,0,4,1,1,11,1,1,0,0,1,2,0,420,0
2,6,1,0,0,4,3,0,2,2,1,16,1,1,0,0,1,2,0,10000,1
3,1,1,0,0,4,2,2,2,1,5,14,1,1,0,0,5,2,2,180,0
5,1,1,0,0,4,0,1,2,1,5,8,1,1,0,0,5,1,1,120,0
2,2,1,0,0,5,2,3,4,1,7,10,1,1,1,0,7,2,3,6,0
2,2,0,0,0,10,5,3,2,1,19,12,1,1,1,1,19,2,3,45,0
1,5,0,1,0,1,1,0,4,1,9,9,2,1,1,1,9,1,0,132,0
1,1,1,0,0,1,3,0,2,1,7,11,1,1,0,0,7,2,0,60,0
2,6,0,0,1,10,4,3,4,1,17,8,1,1,1,0,17,2,4,6,0
5,1,1,0,0,4,2,2,4,2,5,10,1,1,0,0,5,1,2,10000,1
5,1,1,0,0,5,0,1,4,2,4,10,1,1,0,0,4,2,1,60,0
3,1,1,0,0,4,5,4,2,1,6,9,1,1,1,1,6,1,7,240,0
5,1,1,0,0,1,0,0,4,1,5,8,1,1,0,0,5,1,0,30,0
2,3,1,0,0,4,1,0,4,1,7,9,1,1,0,0,7,2,0,18,0
3,6,0,0,0,4,3,2,2,2,24,16,1,1,0,0,21,2,2,120,0
4,1,1,0,0,1,0,0,4,2,1,12,1,1,0,0,1,2,0,10000,1
1,3,0,0,1,10,1,1,2,1,17,12,1,1,1,1,17,2,1,12,0
2,3,0,0,1,6,4,3,2,1,17,13,1,1,1,1,17,2,3,18,0
4,1,1,0,0,1,0,0,4,1,5,10,1,1,0,0,5,1,0,60,0
2,3,1,0,0,4,3,0,2,1,1,10,1,1,0,0,1,1,0,540,0
2,1,0,0,1,10,3,1,2,1,17,14,1,1,1,1,17,1,1,120,0
4,2,1,0,0,4,0,1,4,1,1,12,1,1,0,0,1,2,1,10000,1
2,1,1,0,0,5,3,1,2,1,5,12,1,1,1,1,5,2,1,72,0
3,2,0,0,1,7,2,1,2,1,16,11,1,1,1,1,16,2,1,120,0
5,1,1,0,0,4,1,5,4,2,5,12,1,1,0,0,5,1,20,10000,1
1,2,1,0,0,5,3,3,2,1,6,11,1,1,1,1,6,1,3,78,0
1,3,1,0,0,4,2,5,4,1,7,11,1,1,0,0,7,1,15,78,0
3,6,1,0,0,1,0,0,4,1,5,12,1,1,0,0,5,1,0,18,0
3,1,1,0,0,4,3,0,2,1,4,11,1,1,0,0,4,1,0,120,0
2,2,1,0,0,4,2,3,4,1,7,10,1,1,1,0,7,1,5,72,0
2,6,0,1,0,3,0,0,4,2,12,13,1,1,0,0,12,1,0,12,0
1,3,0,0,0,6,0,0,2,2,19,11,1,1,0,0,19,2,0,72,0
1,2,0,1,0,8,3,5,1,1,14,8,1,1,1,1,14,2,19,48,0
2,2,1,0,0,5,0,1,4,2,6,11,2,1,0,0,6,2,1,300,0
2,2,1,0,0,5,0,1,4,1,1,11,1,1,0,0,1,1,1,10000,1
3,2,1,0,0,5,1,2,4,1,6,7,1,1,0,0,6,2,2,10000,1
2,2,1,0,0,5,2,1,4,1,7,10,1,1,1,1,7,1,1,420,0
2,3,0,1,0,6,0,1,4,1,9,9,1,1,0,0,9,2,1,102,0
2,3,1,0,0,1,1,0,1,1,6,9,1,1,1,1,6,2,0,108,0
2,2,1,0,0,4,0,1,4,1,6,11,1,1,0,0,6,2,1,84,0
1,3,0,1,0,6,1,2,1,1,14,9,1,1,1,1,14,1,2,36,0
2,2,0,0,1,2,0,0,1,1,17,9,1,1,1,1,17,2,0,72,0
3,2,1,0,0,5,2,1,4,1,1,10,1,1,1,0,1,2,1,10000,1
4,1,1,0,0,1,0,0,4,1,1,12,1,1,1,1,1,2,0,10000,1
3,2,0,0,1,10,2,1,4,1,17,12,1,1,1,0,17,1,1,60,0
3,2,1,0,0,5,2,4,4,1,2,12,1,1,1,0,2,2,7,180,0
2,1,0,1,0,4,1,1,1,1,9,12,1,1,0,0,9,2,1,272,0
2,2,0,0,1,7,3,0,4,1,18,4,1,1,1,1,18,1,0,84,0
4,3,1,0,0,1,0,0,4,1,5,8,1,1,0,0,5,2,0,240,0
2,2,1,0,0,1,0,0,4,1,1,12,1,1,1,0,1,2,0,300,0
3,2,1,0,0,4,3,4,4,1,6,10,1,1,1,1,6,1,7,180,0
3,2,0,0,1,10,2,0,4,1,17,14,1,1,1,1,17,1,0,192,0
4,2,0,0,1,6,2,3,4,1,16,9,1,1,1,1,16,1,4,84,0
4,2,1,0,0,4,0,1,4,2,1,14,1,1,0,0,1,2,1,10000,1
3,1,0,0,0,6,3,2,2,1,19,11,1,1,0,0,19,1,2,12,0
3,2,1,0,0,1,1,0,4,1,2,10,1,1,0,0,2,1,0,360,0
2,2,1,0,0,4,1,1,4,1,2,12,1,1,1,0,2,2,1,336,0
